previous_assessment_avg,recent_assessment_score,topic_wise_accuracy,quiz_completion_rate,attendance_percentage,assignment_completion_rate,study_session_completion_rate,avg_daily_study_time_minutes,late_submissions_count,integrity_events_count,weak_topics_count,assessment_attempt_count,risk_level
63.61,64.19,64.51,72.59,73.5,74.18,91.4,52.4,2,1,6,9,2
43.03,45.1,51.59,58.71,63.97,51.91,61.76,45.2,5,4,10,9,2
99.5,100.0,95.43,88.43,100.0,100.0,99.67,94.0,1,0,1,5,0
86.19,94.99,90.16,100.0,94.76,82.8,96.61,76.8,2,0,2,7,0
56.05,46.75,50.8,59.53,59.54,50.89,52.56,41.1,0,7,6,12,2
46.84,40.85,40.25,69.91,77.72,61.21,53.76,41.4,8,3,5,8,2
99.5,100.0,100.0,84.06,88.99,81.16,95.01,84.7,7,1,3,4,1
67.9,66.23,63.98,73.48,91.86,77.58,77.94,57.9,1,0,5,10,2
67.5,76.03,74.1,87.52,83.81,85.16,80.68,62.0,5,0,8,2,2
97.77,100.0,100.0,87.89,100.0,79.9,73.24,51.5,3,0,3,12,0
74.35,79.1,83.32,81.55,90.46,71.86,70.13,53.0,1,2,1,9,1
99.5,83.9,96.87,91.36,100.0,97.74,90.39,67.0,5,0,1,7,1
99.5,100.0,100.0,100.0,100.0,84.73,100.0,105.5,0,0,0,10,0
47.67,50.04,40.19,63.42,74.88,54.31,48.3,35.2,2,1,8,4,2
61.08,61.13,64.94,74.39,83.37,80.35,89.58,86.6,3,0,2,5,1
36.0,32.33,37.86,85.23,74.36,68.32,64.18,50.7,3,1,10,2,2
44.81,46.81,42.47,51.13,63.96,44.09,48.49,50.5,5,3,9,5,2
61.47,60.67,68.67,50.75,58.1,41.85,36.54,30.6,5,2,5,12,2
99.23,100.0,100.0,100.0,100.0,100.0,100.0,88.0,3,0,1,7,0
76.61,72.02,75.79,100.0,92.84,100.0,100.0,107.3,3,3,3,9,1
83.84,75.43,83.8,75.27,88.04,79.51,73.08,65.3,3,1,3,4,1
63.49,64.97,66.03,72.74,78.37,66.07,64.09,21.9,2,3,2,9,2
56.27,38.66,50.4,63.99,70.86,65.39,72.92,28.9,3,2,7,4,2
43.02,48.71,44.4,54.95,56.77,48.08,41.28,8.1,6,3,4,12,2
99.5,100.0,100.0,81.22,100.0,90.88,74.7,66.8,3,0,1,4,0
70.22,69.88,64.19,100.0,88.06,94.44,100.0,83.4,3,0,2,13,1
63.92,57.97,62.51,84.98,76.85,64.27,64.38,45.8,4,5,1,8,2
46.61,53.47,55.35,75.39,65.1,77.52,49.44,35.8,5,3,6,4,2
90.59,83.37,88.35,69.96,94.58,88.98,72.41,48.7,4,1,5,6,2
64.68,46.59,61.08,58.32,72.57,60.57,52.21,40.4,7,0,4,9,2
92.6,80.96,88.2,66.95,76.03,60.34,55.19,5.0,3,0,1,10,1
64.38,62.94,59.71,54.27,70.25,53.95,29.02,18.1,5,1,6,12,2
63.11,74.82,71.33,65.39,67.35,71.29,47.91,50.6,1,1,3,4,2
72.13,84.76,82.99,90.27,92.63,81.42,86.13,47.4,2,0,5,13,2
66.64,64.07,63.38,75.36,85.58,76.75,84.06,56.5,2,1,6,7,2
99.5,100.0,100.0,100.0,100.0,100.0,100.0,90.3,3,0,1,2,0
67.77,71.42,70.36,70.16,85.14,76.26,66.6,73.3,7,1,2,13,2
94.43,97.07,93.91,91.56,89.59,76.55,78.96,41.9,4,1,4,8,1
97.05,86.66,97.85,85.81,97.34,88.44,93.82,86.7,0,1,4,3,0
79.29,80.76,78.86,87.5,93.17,95.54,88.63,85.3,2,0,0,5,0
69.52,79.27,68.99,93.48,86.09,100.0,96.6,85.5,3,2,6,13,2
36.5,52.89,41.22,83.5,85.7,74.24,74.44,72.8,5,2,4,11,2
88.39,94.74,90.14,85.45,97.19,93.26,87.89,87.0,3,0,0,5,0
84.04,93.26,84.79,86.48,75.69,77.77,90.13,61.5,4,2,5,10,2
23.71,21.36,20.56,44.49,47.04,28.89,27.9,5.0,5,5,11,3,2
87.48,91.05,84.09,100.0,100.0,96.02,94.5,114.7,2,0,4,4,0
83.44,76.17,79.4,83.49,100.0,86.41,88.2,79.7,3,1,2,4,1
69.1,81.94,74.67,83.33,93.52,92.65,92.14,82.0,3,1,2,10,1
84.07,100.0,86.4,93.62,84.69,86.85,66.59,72.4,4,0,5,13,2
99.5,100.0,95.23,87.61,88.3,87.1,97.74,78.6,2,0,1,9,0
86.91,96.58,86.41,69.23,87.33,65.28,63.54,61.8,6,2,3,9,2
85.21,91.9,87.11,94.55,98.29,97.98,100.0,104.4,2,0,1,4,0
92.45,84.48,87.27,84.52,93.39,90.83,79.52,54.3,3,0,2,5,1
65.1,62.78,57.48,55.93,65.57,55.06,58.02,49.2,7,3,6,12,2
87.03,82.35,80.04,71.25,86.62,76.86,68.82,44.6,3,0,5,12,2
27.29,24.59,25.79,52.99,58.52,49.87,36.65,5.0,3,1,6,7,2
73.61,80.66,74.63,82.31,85.0,99.86,97.59,49.4,2,2,9,3,2
58.59,49.56,54.67,67.82,77.32,59.48,52.5,14.1,1,4,2,7,2
86.77,79.49,90.18,76.5,94.72,96.55,78.58,56.4,4,0,7,8,2
82.1,77.96,81.44,77.84,82.72,78.73,80.3,29.5,6,1,0,10,1
91.61,100.0,87.21,98.56,91.9,85.87,94.31,90.0,2,1,3,6,0
42.95,27.73,34.49,69.4,66.11,43.38,34.99,6.4,4,1,3,12,2
33.12,34.42,34.88,60.7,61.38,45.42,58.58,47.0,3,5,7,7,2
99.02,100.0,96.55,78.06,98.53,95.53,79.23,91.7,3,0,2,11,0
68.63,60.91,61.59,53.53,76.56,57.48,67.8,47.7,5,4,1,2,2
84.6,81.5,86.92,86.01,85.96,89.9,81.71,85.5,2,1,4,3,1
63.39,68.6,63.56,61.41,81.57,65.79,69.09,87.3,2,4,3,9,2
99.5,100.0,96.07,79.02,100.0,76.93,78.24,73.1,1,0,0,7,0
76.99,76.28,73.15,91.99,80.99,83.85,83.62,75.4,1,0,5,4,2
57.52,56.35,63.67,73.24,69.42,53.37,46.2,35.4,6,3,4,3,2
99.5,100.0,94.98,100.0,100.0,99.78,100.0,112.4,2,0,0,4,0
67.49,74.48,69.2,59.81,70.06,63.08,48.78,29.1,4,1,4,8,2
80.79,83.32,81.04,89.18,78.18,81.51,79.6,70.7,3,0,2,2,1
40.22,10.63,31.59,69.02,80.04,58.79,56.14,17.0,1,5,5,12,2
95.33,99.16,93.4,94.18,87.83,95.58,100.0,112.7,3,0,1,6,0
99.5,98.83,95.74,100.0,100.0,100.0,95.54,95.4,2,0,1,7,0
85.73,91.66,91.08,100.0,100.0,100.0,100.0,99.9,0,2,4,8,0
41.48,36.47,49.36,69.23,76.95,74.0,67.36,30.3,5,2,8,2,2
60.64,52.42,55.11,48.93,68.3,59.8,47.33,11.5,3,4,4,8,2
95.78,100.0,94.71,100.0,100.0,100.0,100.0,108.0,0,0,4,7,0
97.25,98.03,100.0,76.81,91.92,76.6,87.43,84.4,2,1,1,6,0
94.79,93.34,92.67,72.73,86.5,74.5,83.42,85.5,4,0,0,8,1
99.5,100.0,98.28,87.44,94.12,84.69,79.35,55.3,2,0,1,3,0
77.18,75.75,77.36,99.14,99.08,99.62,100.0,96.6,0,2,2,2,0
53.62,42.62,51.07,33.15,62.42,36.99,24.3,5.0,4,4,4,5,2
99.5,96.06,99.18,100.0,100.0,100.0,96.34,119.5,1,0,0,2,0
70.08,72.96,75.02,76.93,79.23,63.8,69.79,30.4,6,1,5,3,2
99.5,100.0,94.11,82.64,87.56,78.17,79.31,72.3,3,0,0,4,0
40.16,57.44,45.82,82.13,79.35,74.97,70.74,86.8,1,2,5,11,2
67.89,55.23,67.43,84.76,83.88,78.39,79.42,34.9,2,1,2,6,1
86.66,99.52,82.36,100.0,100.0,96.43,100.0,80.0,0,0,9,11,2
59.15,39.11,46.27,53.64,76.77,48.54,37.41,29.5,5,4,2,13,2
29.64,18.66,28.3,72.59,60.61,59.13,75.23,23.3,5,4,7,4,2
60.32,38.75,52.45,63.39,73.01,46.43,42.03,10.1,4,0,3,12,2
95.14,100.0,94.4,100.0,100.0,100.0,100.0,134.0,0,0,5,7,2
99.5,100.0,100.0,95.96,100.0,82.99,88.76,86.6,2,0,0,10,0
55.85,43.88,53.06,40.53,62.26,35.57,15.67,5.0,6,6,3,6,2
88.14,78.54,80.94,100.0,92.68,100.0,100.0,123.3,2,0,1,7,0
85.95,90.55,87.39,100.0,100.0,100.0,100.0,73.3,1,0,3,11,0
90.4,100.0,89.34,100.0,100.0,100.0,100.0,96.1,0,0,2,6,0
47.14,34.16,46.82,65.83,64.27,40.36,39.73,34.6,3,4,6,3,2
77.05,81.77,72.6,95.94,100.0,82.04,87.63,61.9,2,2,1,11,1
99.5,100.0,99.17,100.0,100.0,100.0,100.0,92.7,0,0,3,4,0
56.62,52.06,58.06,59.92,73.96,89.46,67.89,68.3,4,1,3,8,2
95.9,89.83,100.0,80.91,97.51,71.41,73.8,44.2,1,0,4,9,1
91.64,95.35,92.28,93.76,93.81,99.37,94.0,86.8,1,0,0,4,0
92.43,100.0,100.0,94.37,98.39,88.6,74.76,77.2,1,4,8,2,2
81.11,83.96,77.65,72.4,79.38,73.69,68.01,51.9,3,3,4,9,2
49.42,32.21,45.23,47.57,67.86,50.6,50.75,63.6,5,0,6,12,2
91.98,100.0,92.23,78.18,85.97,69.58,61.45,62.3,3,2,4,4,1
40.79,35.58,45.36,55.64,69.19,62.7,48.04,50.7,6,3,3,9,2
88.13,91.81,89.17,100.0,91.01,100.0,83.87,92.2,5,0,2,13,1
89.49,85.31,83.78,100.0,98.57,100.0,90.88,74.4,3,2,3,13,1
96.06,98.56,100.0,69.0,80.1,69.9,66.05,75.6,1,2,8,4,2
85.1,71.34,78.12,73.5,87.52,78.21,86.0,65.4,2,0,3,7,1
98.49,98.58,93.33,100.0,100.0,100.0,100.0,93.8,0,0,4,2,0
87.91,93.66,88.81,92.89,92.06,70.81,69.67,59.8,3,0,2,7,1
52.0,47.48,54.32,54.86,65.29,59.09,39.76,18.1,5,4,4,2,2
97.49,96.79,96.62,97.57,98.14,92.44,98.44,74.5,4,0,4,11,1
43.03,35.15,38.46,53.4,64.47,47.9,50.48,21.1,4,5,5,2,2
99.5,100.0,99.68,76.95,91.41,94.87,80.11,63.3,2,0,2,13,0
96.2,100.0,88.02,90.89,97.14,98.73,91.72,75.4,2,1,3,5,0
61.84,59.65,72.45,43.53,54.33,52.53,42.56,13.2,8,0,5,5,2
92.18,89.99,91.12,100.0,97.3,95.19,100.0,87.1,2,0,2,9,0
99.5,100.0,100.0,95.28,100.0,100.0,100.0,84.0,2,0,1,4,0
82.95,100.0,95.41,99.78,90.84,96.29,100.0,95.1,2,2,4,12,1
74.04,76.91,70.82,97.85,96.23,92.73,100.0,94.3,2,0,2,2,0
77.33,73.13,70.6,73.36,84.86,74.31,62.75,38.3,6,0,2,12,2
95.81,97.48,100.0,86.33,84.87,74.42,70.81,31.2,1,0,0,2,0
55.43,56.58,52.58,76.77,76.5,76.78,55.79,56.2,0,0,6,9,2
85.66,85.55,84.03,100.0,94.33,99.97,100.0,89.2,1,0,1,5,0
79.45,62.12,69.8,84.55,88.7,80.35,76.83,68.1,3,1,0,13,1
95.45,96.99,84.02,87.25,94.69,100.0,83.62,85.9,1,0,3,11,0
57.28,53.59,54.95,54.97,65.03,62.33,56.76,47.8,3,1,6,4,2
58.53,38.26,50.5,56.91,58.59,43.99,35.73,5.0,6,5,8,5,2
64.17,59.03,66.48,44.23,58.65,46.06,31.88,36.9,2,2,4,2,2
99.5,100.0,97.85,81.4,97.35,72.74,94.32,62.8,2,1,0,8,0
76.34,88.85,78.61,100.0,95.77,94.44,88.58,63.5,0,0,3,10,0
17.86,8.0,16.24,36.3,49.41,15.22,16.18,5.0,6,4,8,6,2
99.5,100.0,100.0,85.8,87.3,84.33,88.18,44.0,5,0,2,12,1
61.12,61.43,56.53,67.69,75.93,50.42,45.03,41.8,3,1,3,3,2
74.74,89.64,72.42,87.24,81.88,91.73,88.26,92.1,3,1,2,2,1
99.5,100.0,100.0,100.0,100.0,97.59,100.0,94.6,1,0,3,8,0
55.35,63.96,64.83,79.01,95.88,76.34,77.87,69.5,5,2,3,3,2
89.19,94.58,88.5,89.58,87.66,100.0,100.0,83.5,1,0,2,13,0
60.77,51.12,55.73,54.03,63.67,53.89,50.32,24.3,5,5,7,5,2
70.35,77.41,72.8,58.8,72.35,63.06,69.22,17.2,11,1,6,13,2
38.75,20.45,28.28,38.61,52.43,43.56,35.72,11.3,4,2,3,12,2
78.39,89.71,80.26,61.15,77.05,72.8,83.34,68.9,4,2,3,10,2
81.44,88.57,83.58,78.22,72.27,79.16,59.03,52.6,2,1,3,3,1
63.33,58.19,55.61,67.82,78.21,56.98,61.12,58.5,5,3,1,10,2
99.5,93.68,100.0,89.1,100.0,98.26,100.0,100.1,2,0,0,3,0
46.68,39.77,37.21,54.43,56.04,53.92,39.81,48.2,1,3,7,2,2
85.95,83.44,76.5,69.17,97.83,87.7,85.18,62.8,5,0,2,5,1
30.92,14.39,28.17,54.17,64.37,65.86,45.11,41.2,4,3,10,8,2
66.64,55.9,60.88,50.77,66.04,52.52,52.98,31.3,2,2,9,13,2
76.56,83.18,80.69,75.27,84.4,66.83,69.42,45.6,2,1,3,3,1
62.16,60.53,61.45,71.73,78.79,54.27,61.31,19.7,3,1,3,5,2
59.2,54.07,55.64,51.8,69.47,63.55,50.06,27.5,4,2,2,4,2
74.85,61.66,69.36,71.75,82.11,72.24,64.51,61.5,4,2,3,2,2
79.55,76.63,79.97,74.9,83.19,67.73,75.45,57.5,3,2,2,9,2
99.5,100.0,100.0,89.42,97.21,100.0,98.59,86.8,2,0,0,2,0
82.3,82.22,79.16,72.91,78.36,73.83,61.85,61.6,5,1,8,9,2
78.54,76.43,79.54,68.22,82.24,82.89,73.74,66.9,4,0,5,4,2
60.34,64.71,60.06,77.3,74.26,70.73,68.55,40.3,2,0,3,7,1
60.13,69.61,62.18,67.1,77.56,75.33,68.56,66.8,4,2,8,8,2
78.14,96.29,81.44,100.0,100.0,100.0,100.0,87.5,0,2,4,8,0
89.99,91.93,89.47,88.91,87.3,85.16,76.95,48.5,7,1,2,12,1
95.35,87.49,87.37,89.41,98.0,92.33,88.93,74.9,1,1,0,8,0
83.94,93.34,82.88,78.03,93.59,86.42,82.52,84.7,7,1,2,9,1
80.96,82.27,77.73,90.86,87.44,94.94,97.6,72.0,3,0,2,9,1
83.47,78.97,72.63,80.89,88.79,70.24,73.8,46.8,5,1,3,10,2
85.91,76.24,78.36,60.62,85.43,59.05,61.12,43.9,3,3,4,2,2
96.43,100.0,95.69,78.54,88.34,100.0,100.0,79.0,1,2,0,3,0
77.73,91.44,84.28,100.0,90.46,100.0,93.21,75.6,1,0,4,13,0
50.42,40.6,41.01,57.86,63.45,54.19,35.91,41.3,2,4,5,12,2
82.43,88.06,84.31,77.45,87.64,74.83,76.53,30.4,2,0,3,2,1
78.82,89.63,84.31,86.08,77.46,91.82,96.77,76.0,5,1,7,9,2
99.5,100.0,98.49,88.15,100.0,88.11,100.0,96.6,3,0,0,4,0
92.26,91.67,92.65,72.35,88.94,74.29,60.64,41.7,3,0,2,11,1
18.94,8.5,15.69,42.46,59.71,37.7,24.96,5.0,4,2,5,11,2
82.79,77.56,79.2,78.22,92.17,73.56,55.31,36.2,5,2,3,12,2
89.97,97.67,90.07,83.75,89.19,89.55,80.09,55.0,2,1,1,8,0
52.42,52.59,53.0,27.2,54.69,41.32,39.06,5.0,5,4,5,5,2
29.78,19.67,21.43,31.5,52.96,27.61,13.83,17.6,5,4,5,11,2
72.31,70.09,62.3,80.5,90.32,75.43,71.75,45.7,2,1,3,13,1
59.91,56.32,55.46,49.18,65.71,42.56,49.04,22.1,2,1,5,9,2
75.7,72.23,71.92,85.47,85.46,85.47,100.0,99.2,1,2,6,3,2
59.3,70.17,63.84,95.11,81.49,78.63,83.4,30.2,5,2,11,2,2
99.5,100.0,99.91,94.39,97.11,100.0,91.02,100.4,0,0,1,6,0
99.5,100.0,96.91,100.0,94.37,96.49,100.0,78.3,2,0,4,10,0
91.27,97.29,93.7,100.0,100.0,100.0,100.0,110.5,0,1,2,8,0
74.61,69.97,76.25,67.02,69.33,66.81,53.13,33.3,7,1,4,8,2
92.59,83.73,88.29,81.47,100.0,100.0,83.81,67.5,3,0,4,2,1
82.34,81.27,78.01,100.0,91.87,97.79,72.6,78.3,2,0,1,9,0
68.16,80.21,70.91,100.0,81.78,100.0,100.0,86.1,1,1,5,13,2
87.13,85.51,89.16,88.08,96.66,97.0,100.0,94.6,1,1,3,13,0
26.98,36.08,24.46,39.62,61.41,41.28,31.22,5.0,10,0,7,13,2
99.5,100.0,100.0,90.23,100.0,100.0,97.86,85.8,1,0,1,6,0
97.36,95.75,94.31,93.72,96.27,88.39,93.21,81.2,1,0,3,8,0
96.86,100.0,100.0,100.0,97.22,96.48,100.0,84.3,3,0,2,5,0
99.5,100.0,100.0,97.71,98.02,97.67,91.33,96.1,0,0,1,8,0
99.5,100.0,100.0,100.0,97.94,100.0,98.78,95.3,0,0,2,12,0
67.49,73.4,73.13,100.0,91.91,92.59,100.0,94.3,1,0,5,12,2
85.21,77.4,86.34,70.0,83.03,76.79,64.88,76.6,5,0,2,6,1
99.5,100.0,100.0,92.22,100.0,100.0,100.0,112.0,1,1,2,6,0
83.24,96.58,84.29,89.9,94.75,92.8,97.99,91.0,2,0,6,13,2
47.71,54.53,53.02,54.28,60.86,52.67,40.59,34.3,5,3,5,6,2
71.43,69.52,65.05,90.96,86.89,71.72,79.13,98.9,2,1,1,3,1
82.93,83.26,78.05,76.49,90.35,76.42,73.79,74.8,5,1,5,4,2
58.14,70.51,62.23,78.68,73.82,85.57,74.97,91.5,1,3,3,8,2
86.31,94.84,94.27,82.35,87.82,92.22,76.43,82.6,3,1,4,7,1
56.27,57.65,56.09,88.93,89.52,100.0,100.0,84.5,2,1,7,9,2
44.69,35.55,37.77,62.53,72.39,73.66,81.16,32.1,1,5,4,2,2
65.37,55.86,63.98,59.64,79.38,64.29,57.38,39.7,3,3,4,3,2
50.44,55.81,50.37,62.71,64.34,70.28,83.15,32.7,4,5,2,3,2
86.96,79.52,85.71,88.81,78.47,92.97,94.38,79.0,4,0,3,4,1
89.51,96.02,92.26,100.0,100.0,99.8,93.72,84.3,0,1,3,7,0
92.56,90.89,87.85,74.31,83.98,75.92,74.08,61.5,4,1,0,2,1
74.3,71.17,77.42,93.65,84.65,87.77,82.47,82.1,3,0,2,13,1
35.22,21.34,23.12,32.66,52.09,30.53,33.84,5.0,5,3,9,6,2
82.7,90.18,81.73,69.48,95.0,77.46,77.5,74.6,1,0,4,6,1
54.53,52.21,55.99,49.72,59.87,51.22,53.04,5.0,5,1,7,13,2
71.13,72.64,82.96,55.32,66.76,52.71,37.5,35.0,2,2,1,10,2
48.87,32.85,35.49,44.61,49.25,33.97,25.53,5.0,7,3,2,12,2
58.73,46.89,53.5,82.17,78.66,77.89,78.01,69.9,4,3,5,5,2
79.16,75.47,68.11,69.78,80.91,56.72,41.53,55.3,7,0,1,13,2
47.02,44.13,45.12,67.44,69.23,64.5,62.47,25.2,6,2,4,4,2
86.2,82.75,82.06,73.85,77.42,70.72,54.59,33.7,1,2,5,11,2
79.83,67.32,75.01,85.24,89.85,91.24,87.09,76.4,3,0,3,9,1
83.37,88.92,90.91,64.17,84.1,66.65,63.06,42.1,5,4,6,4,2
94.29,77.15,91.02,100.0,100.0,100.0,91.1,100.2,2,0,3,6,0
87.48,97.84,89.8,86.09,97.35,99.9,87.75,72.5,1,0,2,4,0
81.76,85.93,85.97,66.36,92.38,75.08,67.43,64.0,4,0,3,9,1
89.52,96.29,92.2,84.3,95.7,92.06,73.98,73.3,3,1,3,13,1
99.5,100.0,95.36,100.0,100.0,100.0,100.0,97.7,1,0,2,6,0
67.15,50.73,60.52,81.78,82.33,92.82,76.68,76.7,4,2,3,7,2
80.14,70.69,78.27,88.67,77.74,85.87,60.98,57.7,3,1,3,9,1
90.51,87.18,100.0,93.04,88.14,74.71,80.56,74.7,4,0,1,6,1
43.0,47.47,49.82,45.1,49.46,33.44,35.21,5.0,5,4,10,6,2
32.13,34.87,35.91,61.54,61.63,66.14,46.06,39.7,3,7,2,4,2
40.9,28.63,28.97,34.77,47.82,43.71,30.9,5.0,3,2,7,9,2
52.35,45.16,50.27,71.88,64.64,78.3,48.74,42.0,9,2,5,6,2
99.5,100.0,100.0,98.7,100.0,100.0,87.09,69.3,2,0,0,4,0
35.15,35.3,37.32,63.06,52.46,49.72,29.59,18.3,3,5,9,9,2
99.5,100.0,100.0,100.0,100.0,96.3,81.19,75.2,0,0,2,9,0
82.69,74.46,81.54,83.28,83.41,97.45,72.54,63.1,2,2,4,3,1
99.5,100.0,100.0,100.0,100.0,99.46,96.89,76.1,1,0,1,3,0
61.75,62.05,54.95,74.76,63.64,59.54,46.78,55.8,2,2,3,5,2
59.19,57.84,65.23,100.0,82.2,91.76,78.77,71.1,6,2,1,2,2
92.3,98.94,98.04,99.93,97.52,84.24,76.95,87.6,2,2,3,5,1
54.43,64.18,62.83,71.79,76.32,72.47,75.74,75.5,3,3,2,12,2
99.5,100.0,100.0,77.11,91.11,74.18,71.78,52.6,5,0,2,9,1
99.5,100.0,100.0,79.63,100.0,87.59,91.9,103.6,3,0,4,11,1
99.5,100.0,100.0,94.26,100.0,92.66,84.94,71.7,4,0,4,12,1
99.5,94.76,96.99,94.37,85.33,77.57,57.41,33.5,3,1,2,9,1
67.26,61.14,61.75,83.37,70.79,71.06,58.33,66.7,3,3,7,4,2
64.44,61.53,58.88,78.62,80.03,78.76,71.73,63.2,0,1,8,7,2
71.87,81.89,75.16,93.58,90.5,86.06,77.65,64.3,2,0,2,5,1
89.58,98.68,89.56,87.27,90.71,75.09,79.98,101.8,2,0,2,8,0
59.85,58.58,56.46,75.42,77.91,56.46,60.95,18.0,5,0,4,11,2
12.0,8.0,16.36,48.66,59.16,55.57,47.08,25.5,6,3,5,10,2
85.33,100.0,97.39,84.57,83.03,82.35,83.02,67.8,3,2,2,4,1
76.0,63.51,69.84,67.35,75.6,64.78,49.64,50.2,4,1,4,12,2
47.12,40.77,49.91,66.71,69.88,75.94,65.46,50.9,5,4,6,5,2
87.68,85.82,86.22,78.07,100.0,89.71,73.7,70.7,2,1,3,9,1
86.6,94.39,88.05,62.19,89.35,81.72,75.06,41.6,4,1,3,9,1
73.71,72.62,74.77,67.26,79.43,73.09,68.49,67.5,3,1,3,6,2
99.5,100.0,96.7,100.0,95.71,100.0,100.0,86.1,2,0,5,13,2
94.28,100.0,95.11,100.0,100.0,100.0,100.0,120.3,0,0,1,7,0
80.0,80.09,85.4,95.18,99.94,100.0,100.0,91.5,3,2,6,9,2
99.5,100.0,100.0,100.0,100.0,100.0,100.0,96.1,4,0,0,12,0
74.77,70.6,74.7,61.12,76.64,65.13,69.29,79.6,7,0,2,13,2
99.5,100.0,98.78,94.36,96.35,100.0,73.72,71.3,3,0,1,10,0
88.28,99.61,91.31,97.51,100.0,91.43,100.0,71.8,1,0,2,13,0
28.43,14.49,23.59,74.11,56.81,65.99,61.96,51.0,3,3,6,11,2
98.46,100.0,100.0,70.72,93.46,75.38,76.57,43.5,2,1,1,7,0
92.08,96.09,94.97,92.32,98.24,100.0,87.67,101.5,1,0,4,10,0
99.5,91.67,98.96,82.1,85.41,86.85,82.5,20.6,4,1,2,7,1
99.5,99.45,92.27,90.02,100.0,97.73,100.0,70.2,2,0,4,8,0
94.01,98.38,91.65,100.0,100.0,86.5,90.77,86.6,1,0,6,2,2
99.5,85.88,91.87,88.66,97.33,91.22,87.72,81.8,2,0,0,5,0
77.91,85.27,82.44,92.06,91.52,100.0,95.11,81.5,2,4,3,10,1
28.23,23.44,27.87,54.92,57.92,45.96,49.19,26.8,10,3,7,6,2
43.96,35.77,43.45,59.82,60.08,50.94,44.69,40.0,3,2,12,9,2
62.33,64.45,61.76,77.37,87.11,85.15,88.06,79.7,2,1,4,4,2
65.64,60.38,64.07,54.42,64.83,67.0,49.22,32.3,4,1,3,9,2
58.09,51.19,62.55,74.07,80.76,77.4,77.86,66.8,1,2,2,13,2
57.19,51.95,55.33,91.15,76.77,78.1,68.93,46.8,3,1,5,4,2
30.83,8.18,14.78,18.29,36.44,8.0,5.0,5.0,7,6,5,7,2
69.2,71.05,71.85,58.23,75.58,56.04,47.39,22.0,0,0,8,6,2
58.46,46.01,58.46,59.82,70.63,50.99,53.57,22.6,6,1,4,13,2
83.68,84.7,88.64,97.4,84.73,95.99,100.0,98.9,2,0,3,5,0
71.29,70.78,69.78,73.71,69.39,75.0,63.66,52.0,4,0,4,8,2
87.21,78.12,82.72,80.9,100.0,85.62,69.32,88.8,4,1,1,6,1
84.1,83.19,86.78,75.8,90.39,82.64,86.66,100.2,1,0,6,9,2
80.31,86.86,83.37,95.17,97.88,99.14,92.55,96.3,1,3,1,12,1
99.5,100.0,100.0,93.05,91.63,88.9,82.45,81.1,1,0,2,6,0
95.93,100.0,95.18,95.52,84.93,77.51,86.01,54.8,1,0,0,8,0
73.68,71.18,74.19,89.71,90.72,80.53,74.06,55.2,3,0,2,13,1
97.15,93.6,93.65,97.87,100.0,85.05,79.73,47.4,0,1,2,7,0
34.22,30.59,31.99,67.99,69.36,84.45,76.5,54.6,8,1,7,8,2
90.8,91.37,86.69,71.21,86.6,73.62,66.61,72.9,6,0,1,13,1
76.14,76.04,72.85,91.61,95.0,88.51,69.11,53.4,5,0,1,6,1
84.9,77.21,76.24,70.01,83.63,79.45,69.09,69.3,2,1,1,10,1
85.36,100.0,84.64,100.0,98.85,88.51,100.0,87.3,4,1,5,8,2
84.68,77.1,78.03,70.85,79.02,65.35,62.11,29.4,3,1,2,8,1
52.11,38.15,48.49,65.6,70.95,45.48,51.32,46.3,9,3,3,4,2
91.96,93.92,93.65,90.19,100.0,100.0,92.62,95.5,2,0,1,3,0
87.27,96.52,94.12,91.57,95.19,80.77,82.3,96.2,1,0,2,10,0
96.79,100.0,96.17,91.05,97.72,85.55,84.48,81.9,3,1,0,3,0
81.8,97.71,81.79,86.15,86.53,88.63,68.6,92.1,2,0,3,6,1
51.81,36.42,47.36,37.98,66.01,39.66,37.41,5.0,6,5,2,10,2
36.86,29.45,33.96,63.49,67.76,60.1,36.24,30.3,4,0,5,12,2
98.67,100.0,98.62,79.42,98.0,93.35,84.33,39.9,0,0,1,2,0
49.78,43.87,43.17,86.74,82.41,94.45,92.87,37.3,2,2,5,2,2
64.42,72.43,65.98,75.95,83.26,78.63,71.73,56.3,2,0,4,10,1
45.41,48.08,49.12,87.05,76.63,86.19,68.17,45.1,1,2,7,4,2
93.81,90.13,87.58,83.51,87.77,83.03,73.56,44.1,3,3,1,10,1
82.03,71.33,70.61,88.13,83.25,79.71,70.34,57.9,3,3,4,3,2
99.23,100.0,100.0,100.0,100.0,100.0,100.0,116.5,0,0,4,13,0
84.96,100.0,87.42,91.01,91.93,86.28,92.96,87.0,4,0,4,4,1
85.99,90.29,90.58,87.84,84.09,81.18,65.98,68.7,4,2,2,3,1
90.97,98.74,92.57,100.0,95.61,94.78,91.43,83.9,1,1,4,11,0
78.88,79.3,74.84,69.89,72.47,67.65,72.33,29.6,4,0,6,8,2
43.69,40.92,43.2,29.92,56.78,22.55,27.92,5.0,5,4,11,5,2
85.25,91.48,87.46,62.79,75.6,61.35,52.32,54.6,9,4,1,13,2
54.17,27.11,43.74,59.85,75.47,49.66,54.65,24.6,2,2,7,10,2
84.59,82.35,79.4,74.11,91.27,82.13,80.78,64.0,4,1,6,6,2
12.0,8.0,15.29,51.64,70.88,65.42,54.01,29.4,5,2,6,6,2
